32, 0.0104608
8224, 0.0179168
16416, 0.0252768
24608, 0.03328
32800, 0.0404896
40992, 0.0484416
49184, 0.0555776
57376, 0.063856
65568, 0.0712576
73760, 0.0794208
81952, 0.0871744
90144, 0.0946176
98336, 0.10233
106528, 0.110378
114720, 0.118064
122912, 0.125885
131104, 0.133955
139296, 0.141869
147488, 0.150035
155680, 0.157789
163872, 0.165603
172064, 0.173373
180256, 0.181277
188448, 0.189478
196640, 0.207606
204832, 0.214102
213024, 0.364157
221216, 0.427482
229408, 0.426205
237600, 0.407018
245792, 0.426445
253984, 0.427651
262176, 0.42767
270368, 0.427517
278560, 0.426486
286752, 0.426909
294944, 0.431555
303136, 0.438774
311328, 0.468739
319520, 0.464909
327712, 0.469453
335904, 0.475635
344096, 0.49073
352288, 0.499286
360480, 0.50801
368672, 0.514787
376864, 0.522835
385056, 0.51583
393248, 0.539747
401440, 0.545552
409632, 0.555091
417824, 0.56089
426016, 0.570384
434208, 0.562896
442400, 0.585021
450592, 0.593126
458784, 0.602733
466976, 0.609738
475168, 0.616528
483360, 0.62617
491552, 0.633917
499744, 0.643597
507936, 0.63927
516128, 0.658013
524320, 0.649846
532512, 0.673987
540704, 0.681795
548896, 0.689942
557088, 0.681693
565280, 0.70456
573472, 0.697974
581664, 0.721338
589856, 0.729088
598048, 0.737242
606240, 0.744256
614432, 0.751763
622624, 0.759494
630816, 0.756378
639008, 0.761331
647200, 0.753974
655392, 0.79384
663584, 0.80071
671776, 0.808509
679968, 0.817264
688160, 0.823466
696352, 0.831379
704544, 0.834029
712736, 0.841814
720928, 0.851152
729120, 0.848762
737312, 0.871885
745504, 0.878966
753696, 0.886355
761888, 0.895395
770080, 0.903165
778272, 0.867421
786464, 0.919152
794656, 0.91127
802848, 0.904691
811040, 0.942979
819232, 0.936986
827424, 0.943408
835616, 0.935066
843808, 0.959741
852000, 0.982115
860192, 0.960333
868384, 0.998067
876576, 0.976506
884768, 1.00088
892960, 1.02243
901152, 1.02904
909344, 1.03772
917536, 1.04656
925728, 1.0542
933920, 1.06174
942112, 1.07092
950304, 1.07704
958496, 1.08573
966688, 1.09418
974880, 1.10204
983072, 1.09421
991264, 1.1164
999456, 1.10961
1007648, 1.11727
1015840, 1.14041
1024032, 1.14895
1032224, 1.14207
1040416, 1.16438
