32, 0.0085344
8224, 0.019872
16416, 0.03048
24608, 0.0433664
32800, 0.0546016
40992, 0.0652
49184, 0.0752192
57376, 0.086256
65568, 0.0978592
73760, 0.109568
81952, 0.121315
90144, 0.135098
98336, 0.146243
106528, 0.155885
114720, 0.168422
122912, 0.182259
131104, 0.194173
139296, 0.213034
147488, 0.403837
155680, 0.40671
163872, 0.404525
172064, 0.424186
180256, 0.424816
188448, 0.423174
196640, 0.412045
204832, 0.424896
213024, 0.462397
221216, 0.4372
229408, 0.460451
237600, 0.433117
245792, 0.424621
253984, 0.495485
262176, 0.510074
270368, 0.496282
278560, 0.487363
286752, 0.545347
294944, 0.571533
303136, 0.589328
311328, 0.580061
319520, 0.604173
327712, 0.600131
335904, 0.597011
344096, 0.638323
352288, 0.651088
360480, 0.63519
368672, 0.670374
376864, 0.681254
385056, 0.697843
393248, 0.693936
401440, 0.718525
409632, 0.732413
417824, 0.728784
426016, 0.75055
434208, 0.763629
442400, 0.775434
450592, 0.788349
458784, 0.799914
466976, 0.807891
475168, 0.824826
483360, 0.836166
491552, 0.845069
499744, 0.840448
507936, 0.864806
516128, 0.876198
524320, 0.888128
532512, 0.902406
540704, 0.868089
548896, 0.926403
557088, 0.938515
565280, 0.948749
573472, 0.961002
581664, 0.945277
589856, 0.977034
598048, 0.99327
606240, 1.00898
614432, 1.01484
622624, 1.02997
630816, 1.03456
639008, 1.03582
647200, 1.06273
655392, 1.05988
663584, 1.08293
671776, 1.10429
679968, 1.10665
688160, 1.11896
696352, 1.13242
704544, 1.12549
712736, 1.15331
720928, 1.13227
729120, 1.17494
737312, 1.18914
745504, 1.18343
753696, 1.19586
761888, 1.28981
770080, 1.21588
778272, 1.21393
786464, 1.252
794656, 1.25569
802848, 1.28032
811040, 1.33131
819232, 1.26943
827424, 1.29658
835616, 1.30538
843808, 1.33467
852000, 1.34402
860192, 1.34049
868384, 1.36915
876576, 1.3798
884768, 1.37615
892960, 1.40052
901152, 1.41323
909344, 1.39537
917536, 1.43526
925728, 1.439
933920, 1.46161
942112, 1.47108
950304, 1.48137
958496, 1.46369
966688, 1.50369
974880, 1.51219
983072, 1.52625
991264, 1.52537
999456, 1.5396
1007648, 1.5634
1015840, 1.57696
1024032, 1.47119
1032224, 1.28727
1040416, 1.35938
